status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Fish and Wildlife Service said Monday that the whitebark pine, devastated by bark beetles and fungus, deserved to be listed as threatened or endangered under the Endangered Species Act.",https://www.nytimes.com/2011/07/19/science/earth/19brfs-NOPROTECTION_BRF.html,"The Fish and Wildlife Service said Monday that the whitebark pine, devastated by bark beetles and fungus, deserved to be listed as threatened or endangered under the Endangered Species Act.","The Fish and Wildlife Service said Monday that the whitebark pine, devastated by bark beetles and fungus, deserved to be listed as threatened or endangered under the Endangered Species Act. But it said it could not spare money and staff time to do so and to give the trees the protections that come from a listing. The agency’s finding noted that scientific studies showed “a substantial and pervasive decline throughout almost the entire range of the species” in the West. The decline has been linked to global warming because the pine beetle is increasingly able to survive warmer winters and cause more damage when spring arrives. In the hardest-hit areas, Yellowstone and Glacier National Parks, about two-thirds of whitebark pines are gone. ",A,15,The New York Times,,,2011-07-18T23:53:28+0000,article,National,Science,Brief,nyt://article/2464ee7c-e8fa-55d3-a85f-28dbadf1fcad,123,nyt://article/2464ee7c-e8fa-55d3-a85f-28dbadf1fcad,Environment,No Protection for Pines in Peril,National Briefing | Washington,NA,No Protection for Pines in Peril,NA,NA,NA,By Felicity Barringer,,NA,358,20,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Small crew of smoke jumpers, who usually parachute into wilderness to fight forest fires, has been working in Queens to inspect trees for presence of Asian long-horned beetles; list of clues that bugs may be present; photos (M)",https://www.nytimes.com/1999/11/21/nyregion/neighborhood-report-new-york-up-close-wild-wild-east-smoke-jumpers-stalk-beetles.html,"Small crew of smoke jumpers, who usually parachute into wilderness to fight forest fires, has been working in Queens to inspect trees for presence of Asian long-horned beetles; list of clues that bugs may be present; photos (M)","They usually make their living parachuting into wildernesses from Alaska to New Mexico, where they fight forest fires, or rather, corral them by chopping breaks through the trees. Yet for the last month, a small crew of smoke jumpers has been deployed to Queens to help in another battle.",14,6,The New York Times,,,1999-11-21T05:00:00+0000,article,The City Weekly Desk,New York,News,nyt://article/ecdb9e70-c6c3-5a14-ab0c-60c4a70960ab,438,nyt://article/ecdb9e70-c6c3-5a14-ab0c-60c4a70960ab,NA,"In Wild, Wild East, Smoke Jumpers Stalk Beetles",NEIGHBORHOOD REPORT: NEW YORK UP CLOSE,NA,"NEIGHBORHOOD REPORT: NEW YORK UP CLOSE; In Wild, Wild East, Smoke Jumpers Stalk Beetles",NA,NA,NA,By Richard Weir,,NA,358,20,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Southern pine beetles, which had never been found beyond the South, have been spotted in New England. They are capable of killing thousands of trees.",https://www.nytimes.com/2016/03/22/science/southern-pine-beetles-new-england-forests.html,"Southern pine beetles, which had never been found beyond the South, have been spotted in New England. They are capable of killing thousands of trees.","This winter has been the warmest on record in much of New England. And while many people enjoyed the T-shirt weather, it made Claire E. Rutledge, a researcher with Connecticut’s Agricultural Experiment Station, more concerned about what next season may hold.",D,4,The New York Times,,,2016-03-18T20:01:19+0000,article,Science,Science,News,nyt://article/d831d655-c32c-5cf8-98c0-c30d27662ad7,1112,nyt://article/d831d655-c32c-5cf8-98c0-c30d27662ad7,NA,Warmer Winter Brings Forest-Threatening Beetles North,NA,NA,"In Tiny Killers, a Threat to Forests",NA,NA,NA,By Tatiana Schlossberg,,NA,358,20,48
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Asian beetles, not seen before in North America, are attacking maple and horse chestnut trees in Greenpoint section of Brooklyn (S)",https://www.nytimes.com/1996/09/13/nyregion/new-york-s-newest-invaders-tree-eating-beetles-from-asia.html,"Asian beetles, not seen before in North America, are attacking maple and horse chestnut trees in Greenpoint section of Brooklyn (S)","Strange, large aliens with long antennae and big appetites have appeared and begun to chew their way through trees in New York City.",B,6,The New York Times,,,1996-09-13T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/55089c2f-f41b-52d6-90bb-479a1c2f4950,421,nyt://article/55089c2f-f41b-52d6-90bb-479a1c2f4950,NA,New York's Newest Invaders: Tree-Eating Beetles From Asia,NA,NA,New York's Newest Invaders: Tree-Eating Beetles From Asia,NA,NA,NA,By Douglas Martin,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Asian long-horned beetle, voracious black bug that has already eaten its way across swath of Brooklyn and southern Queens, has been found in Bayside, Queens; Frank Grill, who lovingly planted and then cared for stretch of maple trees on his block in Bayside now finds that all but one of them will have to come down to prevent total infestation by beetle; photo (M)",https://www.nytimes.com/1999/02/13/nyregion/maples-in-part-of-queens-face-ax-to-stop-an-infestation-of-beetles.html,"Asian long-horned beetle, voracious black bug that has already eaten its way across swath of Brooklyn and southern Queens, has been found in Bayside, Queens; Frank Grill, who lovingly planted and then cared for stretch of maple trees on his block ...",Frank Grill is a man who believes in the goodness of trees.,B,1,The New York Times,,,1999-02-13T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/1554c5bf-23f0-598b-9f74-39170d12d039,1059,nyt://article/1554c5bf-23f0-598b-9f74-39170d12d039,NA,Maples in Part of Queens Face Ax To Stop an Infestation of Beetles,NA,NA,Maples in Part of Queens Face Ax To Stop an Infestation of Beetles,NA,NA,NA,By Vivian S. Toy,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Interview with Dr Melody A Keena, United States Forest Service entomologist, on threat posed by Asian long-horned beetle, which her research has shown to be even greater threat to $700 billion worth of hardwood trees in American forests and cities than had been expected; Keena conducts her research at Forest Service's Northeastern Research Station, supersecure quarantine laboratory in Ansonia, Conn; photos (M)",https://www.nytimes.com/2002/12/03/nyregion/tracking-six-legs-trouble-scientists-grudgingly-respect-prolific-beetle-china.html,"Interview with Dr Melody A Keena, United States Forest Service entomologist, on threat posed by Asian long-horned beetle, which her research has shown to be even greater threat to $700 billion worth of hardwood trees in American forests and cities...",Dr. Melody A. Keena's enemy is armed with supersensitive detection devices and a pair of deadly pincers that can shear through the toughest armor.,B,1,The New York Times,,,2002-12-03T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/3857d441-e8da-5bed-bd64-1e49ef08b90f,1350,nyt://article/3857d441-e8da-5bed-bd64-1e49ef08b90f,NA,Tracking Six Legs Of Trouble; Scientists Grudgingly Respect A Prolific Beetle From China,NA,NA,Tracking Six Legs Of Trouble; Scientists Grudgingly Respect A Prolific Beetle From China,NA,NA,NA,By Anthony Depalma,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The beetles, which have been moving northward as a result of warmer winters, were found in three places in Suffolk County in late September.",https://www.nytimes.com/2014/10/29/nyregion/long-island-confronts-destructive-southern-pine-beetles.html,"The beetles, which have been moving northward as a result of warmer winters, were found in three places in Suffolk County in late September.","It happens all over the South, and started in New Jersey more than a decade ago: the needles fading from green to yellow to red until the tree dies. It is the work of southern pine beetles, which invade the bark, lay eggs that hatch into larvae and hijack the tree’s circulatory system, stealing its nutrients.",A,23,The New York Times,,,2014-10-29T00:51:33+0000,article,Metro,New York,News,nyt://article/1f7a9a4f-9fe5-535f-8c53-9802d43d73e5,901,nyt://article/1f7a9a4f-9fe5-535f-8c53-9802d43d73e5,NA,Long Island Confronts Destructive Southern Pine Beetles  ,NA,NA,"In Its Northward March, a Destructive Invader Reaches the Pines on Long Island",NA,NA,NA,By Tatiana Schlossberg,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Agriculture Dept researchers release 60 beetles into three marked plots of Everglades to attack melaleuca, proliferating Australian tree that is choking other plant life in Everglades; photo (M)",https://www.nytimes.com/1997/05/04/us/us-dispatches-an-army-of-tree-hungry-beetles-to-fight-everglades-menace.html,"Agriculture Dept researchers release 60 beetles into three marked plots of Everglades to attack melaleuca, proliferating Australian tree that is choking other plant life in Everglades; photo (M)","Under a scorching midmorning sun, researchers released a foreign army of 60 bugs into three marked plots of the Everglades today to accomplish a mission that herbicides, fires and machetes have failed to complete: intercepting the advancing melaleuca.",1,22,The New York Times,,,1997-05-04T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/6cfd39ba-e9b9-56a5-bc5a-32c1a0a680a8,880,nyt://article/6cfd39ba-e9b9-56a5-bc5a-32c1a0a680a8,NA,U.S. Dispatches an Army of Tree-Hungry Beetles to Fight Everglades Menace,NA,NA,U.S. Dispatches an Army of Tree-Hungry Beetles to Fight Everglades Menace,NA,NA,NA,By Mireya Navarro,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Article on enormous variety of beetles, which cover the Earth in such numbers that one biologist once remarked famously that the Creator must have had 'inordinate fondness' for species; Dr Brian D Farrell's study, published in Science, suggests secret to beetles' diversity may lie in diet, that various groups of beetles evolved and survived by feasting on wide variety of flowering plants; Farrell constructed evolutionary tree including more than 100 species, and used DNA sequence data to determine relationships among beetle species; photos; diagrams (M)",https://www.nytimes.com/1998/07/28/science/taste-for-flowers-helped-beetles-conquer-world-evolutionary-biology-diet-destiny.html,"Article on enormous variety of beetles, which cover the Earth in such numbers that one biologist once remarked famously that the Creator must have had 'inordinate fondness' for species; Dr Brian D Farrell's study, published in Science, suggests se...","SWARMING the world in a dazzling array of shapes, colors and sizes from gargantuan Goliath beetles to jewel-like tortoise beetles to dearly familiar ladybugs, beetles, with more species than any other plant or animal group on earth, are the undeniable rulers of the planet.",F,1,The New York Times,,,1998-07-28T05:00:00+0000,article,Science Desk,Science,News,nyt://article/1a0eba4c-7c2d-5848-876c-bf304a6b57dc,1496,nyt://article/1a0eba4c-7c2d-5848-876c-bf304a6b57dc,NA,"A Taste for Flowers Helped Beetles Conquer the World; In Evolutionary Biology, Diet is Destiny",NA,NA,"A Taste for Flowers Helped Beetles Conquer the World; In Evolutionary Biology, Diet is Destiny",NA,NA,NA,By Carol Kaesuk Yoon,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Historically, southern pine beetles were largely unheard-of north of Delaware, but the Northeast’s winters are no longer cold enough to kill them off.",https://www.nytimes.com/2017/08/28/climate/southern-pine-beetles-killing-trees-as-temperatures-rise.html,"Historically, southern pine beetles were largely unheard-of north of Delaware, but the Northeast’s winters are no longer cold enough to kill them off.","For lovers of the stately pine forests of the Northeast, sightings of a destructive tree-eating beetle in recent years have been nothing short of alarming.",A,17,The New York Times,,,2017-08-28T16:02:24+0000,article,National,Climate,News,nyt://article/4a72afcb-aca3-58b3-9a39-a9dc0f980206,817,nyt://article/4a72afcb-aca3-58b3-9a39-a9dc0f980206,NA,"Tree-Eating Beetles March Northward, Lured by Milder Winters",NA,NA,"Tree-Killing Visitors, Lured by Milder Winters",NA,NA,NA,By Hiroko Tabuchi,,NA,358,30,41
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Asian longhorned beetle continues to attack New York City's beloved maples and elms, leaving barren neighborhoods and parks in its wake; first discovered in Greenpoint, Brooklyn, it appeared in Queens, Long Island and Manhattan, before finally being discovered in Central Park at end of last month; eradication efforts have progressed more slowly in New York than in Chicago, only other North American city to have uncovered infested trees; photos (L)",https://www.nytimes.com/2002/02/21/nyregion/trying-to-catch-up-to-a-hungry-beetle-invading-tree-pest-fights-tough.html,"Asian longhorned beetle continues to attack New York City's beloved maples and elms, leaving barren neighborhoods and parks in its wake; first discovered in Greenpoint, Brooklyn, it appeared in Queens, Long Island and Manhattan, before finally bei...","It has been here for at least a decade, quietly chewing its way through the city's beloved maples and elms, leaving barren neighborhoods and parks in its wake. First discovered in Greenpoint, Brooklyn, it appeared in Queens, Long Island and Manhattan, before finally, disappointingly, wreaking its telltale damage within the stone walls of Central Park, uncovered at the end of last month.",B,1,The New York Times,,,2002-02-21T05:00:00+0000,article,Metropolitan Desk,New York,News,nyt://article/fd2171df-2ed1-5a1d-a5f3-b88524561469,1309,nyt://article/fd2171df-2ed1-5a1d-a5f3-b88524561469,NA,Trying to Catch Up To a Hungry Beetle; Invading Tree Pest Fights Tough,NA,NA,Trying to Catch Up To a Hungry Beetle; Invading Tree Pest Fights Tough,NA,NA,NA,By Diane Cardwell,,NA,358,30,41
